1,46,512.4,378.5,346.0,572.7,7.32,297
2,46,516.7,380.0,664.4,528.1,6.01,200
3,52,509.3,401.5,327.1,584.1,7.38,260
4,50,506.8,401.1,654.7,551.4,6.05,192
5,54,516.3,396.3,338.9,568.2,7.07,262
6,50,503.9,402.5,649.3,570.4,6.36,206
7,52,508.0,404.4,332.5,574.2,6.98,284
8,48,499.1,412.4,642.7,594.2,6.62,248
9,50,514.0,404.0,346.4,554.8,6.46,271
10,48,501.1,412.0,636.2,562.6,5.80,225
11,52,511.8,401.5,352.8,572.1,6.68,267
12,48,502.2,401.9,642.7,543.5,5.72,220
13,52,516.9,390.4,337.0,567.2,7.22,264
14,48,502.2,410.6,642.5,565.6,5.99,240
15,48,505.5,411.3,356.6,558.3,6.00,274
16,50,502.7,411.3,643.1,573.8,6.15,223
17,48,505.6,407.0,349.8,555.1,6.16,277
18,52,506.8,405.2,640.7,565.6,5.98,204
19,52,511.7,395.1,349.5,574.3,6.92,302
20,48,500.5,401.3,626.2,555.7,5.70,242
21,48,505.1,410.8,348.1,556.2,6.13,266
22,56,497.4,411.9,619.8,543.2,5.15,239
23,46,500.5,409.5,349.3,547.9,5.87,241
24,52,505.4,412.8,639.2,559.5,5.69,211
25,44,502.5,420.3,366.7,530.9,5.03,261
26,52,509.0,412.9,651.9,571.0,6.10,210
27,20,452.5,471.4,422.3,476.5,0.88,98
28,30,505.1,407.9,600.6,472.1,3.32,175
29,50,503.1,411.9,360.1,556.0,5.82,276
30,50,505.2,421.8,633.4,573.7,5.69,228
31,40,509.2,410.9,376.7,507.5,4.72,202
32,40,503.7,414.2,635.0,529.4,5.02,188
33,42,506.5,413.7,378.2,507.3,4.57,254
34,46,504.8,411.6,643.8,568.0,5.99,218
35,54,507.2,413.4,343.7,567.5,6.43,284
36,50,499.7,416.4,625.8,563.0,5.54,220
37,52,510.2,407.4,347.3,577.6,6.74,254
38,46,510.8,405.8,644.8,531.8,5.28,203
39,48,498.8,410.9,357.1,553.7,5.76,281
40,14,570.4,444.4,564.2,469.1,0.73,68
41,22,493.1,422.1,421.0,445.2,2.19,171
42,22,566.7,459.3,588.9,503.9,1.43,141
43,54,498.5,418.3,350.2,542.6,5.55,160
44,52,497.9,417.6,633.2,569.5,5.82,220
45,48,493.5,418.3,348.2,569.3,6.00,212
46,46,496.7,423.2,631.1,581.5,5.94,201
47,48,497.3,425.8,351.9,586.9,6.20,259
48,44,514.3,420.8,652.5,564.8,5.71,224
49,48,501.2,421.4,363.4,554.3,5.49,248
50,50,500.8,422.6,625.9,580.6,5.76,222
51,52,507.2,418.1,382.7,555.6,5.31,224
52,58,496.6,419.2,637.7,549.0,5.50,228
53,48,503.5,429.2,354.2,578.4,6.04,267
54,46,501.3,422.0,629.1,559.9,5.39,225
55,46,502.1,419.4,347.2,558.5,5.96,246
56,50,507.8,416.8,642.6,579.3,6.04,227
57,52,505.4,418.4,349.4,581.8,6.45,233
58,34,507.3,413.8,610.8,509.6,4.06,185
59,52,509.9,419.3,360.6,575.3,6.18,284
60,46,514.5,416.7,648.5,538.0,5.18,178
1,48,498.3,430.0,336.1,574.8,6.22,267
2,50,495.3,426.5,615.1,559.6,5.13,179
3,48,503.5,417.8,335.9,583.3,6.73,282
4,52,494.7,426.5,639.8,585.1,6.14,170
5,48,497.5,421.4,342.2,586.3,6.47,285
6,70,500.2,426.0,645.4,567.1,5.80,191
7,50,495.9,423.7,341.7,572.7,6.13,255
8,52,500.2,420.3,652.6,589.4,6.51,231
9,48,498.8,422.6,345.0,575.3,6.20,259
10,56,504.8,411.2,651.5,589.2,6.59,195
11,48,497.3,420.9,327.0,594.7,6.94,298
12,50,499.8,419.2,637.6,593.6,6.35,246
13,48,504.1,421.5,323.2,594.4,7.14,275
14,48,493.7,429.6,660.0,585.5,6.52,228
15,48,491.9,425.1,332.0,569.2,6.16,245
16,50,497.0,422.2,649.1,593.5,6.55,259
17,58,498.3,426.1,309.5,600.7,7.33,238
18,60,505.7,417.3,727.2,653.7,9.19,219
19,48,487.6,425.2,330.9,578.7,6.27,264
20,64,494.8,419.8,662.9,615.3,7.35,209
21,54,494.8,426.2,323.5,585.8,6.69,241
22,50,505.2,397.6,655.4,564.4,6.42,243
23,50,500.0,419.5,330.3,562.8,6.35,205
24,60,493.5,427.2,662.6,613.9,7.18,214
25,56,498.3,416.5,320.7,589.6,7.08,255
26,50,498.1,418.6,647.3,557.8,5.85,188
27,50,492.0,427.6,336.7,579.2,6.20,254
28,50,502.7,418.2,653.5,594.2,6.62,195
29,52,496.1,426.6,319.9,613.8,7.32,256
30,56,504.1,426.8,668.4,615.2,7.12,188
31,50,501.6,416.4,317.9,596.2,7.33,281
32,44,506.9,417.7,636.5,530.7,4.94,227
33,48,496.2,414.3,316.3,598.5,7.34,274
34,58,496.6,419.2,658.7,624.9,7.45,221
35,52,503.1,414.4,300.0,592.8,7.71,262
36,56,497.8,430.2,668.7,614.2,7.16,217
