1,50,510.5,384.5,332.7,559.6,7.15,250
2,50,506.9,383.5,666.0,552.9,6.66,209
3,50,506.6,385.0,326.5,573.3,7.45,268
4,54,502.3,386.8,656.4,550.5,6.45,181
5,54,506.0,373.4,330.5,553.9,7.21,226
6,52,504.9,384.8,652.4,578.6,6.97,225
7,50,505.2,382.1,351.9,518.6,5.90,207
8,54,505.6,386.6,664.3,579.4,7.14,207
9,52,507.0,385.3,325.3,561.9,7.25,259
10,52,504.2,381.7,662.3,551.2,6.65,208
11,50,507.1,381.9,350.3,556.6,6.73,239
12,56,507.5,382.9,671.8,563.6,7.00,204
13,64,507.0,385.1,321.8,586.0,7.80,218
14,52,503.4,390.3,649.3,556.7,6.34,216
15,54,507.2,385.3,352.4,556.6,6.61,200
16,48,510.7,388.1,654.8,554.6,6.31,233
17,52,508.7,383.7,352.6,538.9,6.32,226
18,44,507.6,381.9,636.4,465.0,4.42,198
19,54,508.0,389.8,334.1,554.5,6.86,241
20,50,509.4,383.6,663.2,553.3,6.56,218
21,56,508.0,379.8,348.4,539.6,6.49,192
22,54,509.9,378.7,657.8,554.5,6.59,199
23,60,506.6,381.2,355.1,533.3,6.16,254
24,48,513.1,379.6,651.7,526.7,5.81,206
25,54,507.3,377.2,340.9,548.0,6.84,236
26,46,508.6,379.9,633.6,494.9,4.89,206
27,56,511.4,368.1,336.7,570.2,7.65,205
28,50,513.5,381.7,650.9,543.1,6.08,226
29,54,512.0,383.9,334.6,566.8,7.29,253
30,52,508.3,378.2,648.5,529.9,5.93,206
31,48,507.2,390.4,346.9,559.3,6.67,279
32,48,511.7,368.8,632.9,495.2,5.05,224
33,60,513.1,375.4,320.6,561.8,7.67,240
34,46,507.9,380.6,659.7,521.4,5.95,224
35,54,510.5,372.2,351.2,542.5,6.69,206
36,46,508.1,372.2,655.5,505.5,5.72,238
37,54,507.7,374.6,360.2,517.1,5.90,238
38,50,509.0,381.4,650.2,530.5,5.90,208
39,56,510.7,375.9,343.0,558.3,7.10,218
40,52,508.8,384.3,663.0,534.8,6.18,206
41,52,509.1,384.6,345.8,555.9,6.78,239
42,48,511.3,387.0,643.4,555.7,6.14,254
43,50,507.1,369.5,355.3,517.6,6.10,226
44,50,507.0,380.0,650.0,550.7,6.39,229
45,54,507.4,380.5,363.2,536.9,6.11,200
46,56,509.6,374.6,662.7,570.8,7.13,211
47,52,504.4,379.9,339.8,561.5,7.02,246
48,54,511.3,368.0,661.3,578.3,7.39,249
49,66,507.5,386.6,332.7,581.6,7.48,200
50,52,506.0,380.0,652.3,558.3,6.61,221
51,48,510.0,374.6,365.6,529.3,6.08,183
52,50,502.7,386.6,642.4,556.9,6.31,234
53,50,499.5,396.4,354.1,538.2,5.83,229
54,48,505.3,395.5,650.1,562.1,6.33,224
55,52,504.9,383.2,338.9,561.2,6.97,253
56,52,500.7,387.0,651.0,553.8,6.44,221
57,52,501.3,381.7,340.0,544.2,6.57,228
58,52,507.4,378.7,659.7,554.0,6.66,219
59,52,509.2,386.8,347.9,563.7,6.85,256
60,60,504.7,385.7,656.4,524.5,5.91,250
1,54,513.4,378.9,335.0,572.7,7.54,264
2,52,506.7,390.4,662.9,568.3,6.78,219
3,52,511.2,394.1,341.8,556.6,6.73,243
4,52,507.7,395.7,661.9,568.8,6.64,231
5,52,507.4,390.3,351.8,551.9,6.43,246
6,48,509.3,390.8,672.3,558.0,6.69,240
7,54,506.2,395.9,330.3,569.6,7.07,233
8,54,507.4,391.4,677.9,570.1,7.07,229
9,54,507.1,394.2,336.8,572.1,7.04,246
10,50,504.8,397.5,645.4,559.8,6.15,233
11,60,502.1,394.2,321.3,596.2,7.74,210
12,48,509.1,395.2,661.9,552.0,6.28,217
13,56,509.2,395.9,354.6,551.3,6.29,207
14,52,515.9,392.6,673.9,568.9,6.78,203
15,54,507.7,394.1,348.9,563.4,6.64,227
16,50,506.8,405.1,658.4,531.9,5.67,192
17,52,507.5,397.7,346.3,546.4,6.29,227
18,54,506.9,397.3,665.2,563.6,6.57,212
19,54,510.5,398.6,340.6,557.6,6.66,207
20,48,506.9,402.5,655.7,562.2,6.25,215
21,52,508.5,397.0,339.0,557.6,6.69,224
22,50,509.0,406.0,662.0,556.2,6.14,197
23,58,512.5,404.2,340.7,573.1,6.89,190
24,54,513.7,397.0,671.8,556.3,6.43,183
25,50,507.2,400.6,348.1,559.9,6.45,265
26,52,513.6,400.0,671.5,567.0,6.58,202
27,56,512.7,401.9,324.9,578.1,7.36,219
28,48,508.5,404.0,653.4,559.4,6.09,204
29,62,504.3,402.8,320.6,579.8,7.29,210
30,52,508.3,414.1,668.8,581.9,6.64,182
31,52,506.8,412.8,341.8,554.4,6.23,228
