1,47,512.0,399.0,351.2,567.4,6.67,273
2,48,507.5,401.7,641.5,597.8,6.78,240
3,52,503.0,403.4,330.2,585.1,7.17,296
4,52,509.8,400.9,642.1,481.2,4.46,190
5,48,506.5,418.2,336.5,599.9,7.10,309
6,64,508.5,412.9,664.4,593.8,6.82,235
7,49,506.0,410.8,344.6,580.3,6.69,288
8,48,504.6,418.0,638.3,598.5,6.41,278
9,51,499.3,418.7,345.1,565.8,6.10,226
10,52,500.5,391.9,659.0,575.7,6.95,191
11,52,507.1,362.5,319.0,568.1,7.98,270
12,52,498.4,379.7,654.0,605.0,7.82,224
13,51,502.0,385.4,317.0,570.2,7.48,249
14,54,502.0,388.5,666.3,604.9,7.75,209
15,50,494.3,392.6,310.9,583.3,7.55,272
16,42,500.3,391.3,623.7,502.3,4.78,187
17,46,500.7,392.6,334.2,542.6,6.42,227
18,49,550.4,401.3,651.4,595.4,6.24,203
19,47,501.5,388.6,333.6,561.7,6.90,236
20,52,498.1,395.6,648.5,573.1,6.66,202
21,49,498.1,386.3,320.9,567.6,7.25,248
22,51,496.7,389.0,641.8,572.0,6.69,222
23,52,500.8,385.8,334.0,560.8,6.92,220
24,52,500.6,389.3,640.7,602.5,7.28,224
25,52,499.9,386.2,316.3,587.3,7.77,290
26,50,497.2,397.0,637.4,588.3,6.78,224
27,49,499.3,398.8,336.2,578.2,6.93,261
28,51,506.1,395.2,645.4,582.5,6.67,198
29,50,500.7,392.2,330.0,577.6,7.20,272
30,51,496.5,390.6,633.0,550.8,6.03,182
31,50,500.0,392.4,334.7,566.3,6.86,241
32,48,498.8,406.6,630.9,604.5,6.79,252
33,52,497.1,395.1,316.1,574.3,7.28,272
34,48,499.2,399.6,627.2,533.1,5.31,199
35,38,496.7,400.0,395.0,454.9,3.34,160
36,58,499.3,397.5,630.9,586.5,6.58,226
37,52,497.2,407.1,334.8,600.0,7.20,268
38,44,501.3,397.9,616.0,516.6,4.75,191
39,50,499.2,400.6,327.1,578.4,7.07,278
40,35,493.9,406.9,597.5,475.9,3.59,188
41,48,499.6,397.0,345.7,552.4,6.27,242
42,48,496.2,400.0,617.0,561.7,5.78,217
43,45,501.7,399.1,354.1,509.8,5.31,239
44,58,502.5,396.2,626.7,599.1,6.79,168
45,51,498.6,395.8,347.5,577.5,6.76,273
46,43,504.9,400.1,615.0,567.7,5.74,241
47,45,501.0,398.3,360.7,521.6,5.36,236
48,48,498.5,397.1,638.0,581.8,6.62,238
49,53,500.4,398.2,333.5,585.9,7.18,225
50,49,503.2,396.2,629.2,550.2,5.71,249
51,50,502.4,399.0,347.4,557.2,6.35,238
52,59,499.9,404.0,635.1,566.6,6.05,257
53,48,497.5,392.9,344.9,567.1,6.63,297
54,46,496.0,398.8,633.4,536.4,5.58,227
55,60,499.4,395.1,341.3,555.8,6.46,288
56,48,499.9,399.1,651.3,568.9,6.51,256
57,50,496.0,403.8,343.3,574.0,6.54,260
58,59,499.2,399.8,637.7,557.6,6.02,229
